curs,any,nom_estudis,nom_ensenyament,nivell,alumnes,alumnes_dones,alumnes_homes,unitats,n_centres
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - EFICIÈNCIA ENERGÈTICA I ENERGIA SOLAR I TÈRMICA,1,61,1,60,7,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - EFICIÈNCIA ENERGÈTICA I ENERGIA SOLAR I TÈRMICA,2,31,3,28,6,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ELECTROMEDICINA CLÍNICA,1,62,5,57,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ELECTROMEDICINA CLÍNICA,2,50,7,43,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ENERGIES RENOVABLES,1,186,20,166,8,8
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ENERGIES RENOVABLES,2,138,15,123,7,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ENSENYAMENT I ANIMACIÓ SOCIOESPORTIVA,1,1011,216,795,46,52
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ENSENYAMENT I ANIMACIÓ SOCIOESPORTIVA,2,1841,333,1508,46,59
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ESTILISME I DIRECCIÓ DE PERRUQUERIA,1,116,98,18,7,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ESTILISME I DIRECCIÓ DE PERRUQUERIA,2,131,111,20,8,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ESTÈTICA INTEGRAL I BENESTAR,1,273,266,7,10,11
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ESTÈTICA INTEGRAL I BENESTAR,2,272,268,4,10,11
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - FABRICACIÓ DE PRODUCTES FARMACÈUTICS, BIOTECNOLÒGICS I AFINS",1,313,177,136,10,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - FABRICACIÓ DE PRODUCTES FARMACÈUTICS, BIOTECNOLÒGICS I AFINS",2,326,193,133,10,9
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ D'ALLOTJAMENTS TURÍSTICS,1,248,146,102,16,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ D'ALLOTJAMENTS TURÍSTICS,2,517,329,188,21,18
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ DE L'AIGUA,1,31,5,26,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ DE L'AIGUA,2,39,4,35,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ DE VENDES I ESPAIS COMERCIALS,1,349,125,224,19,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ DE VENDES I ESPAIS COMERCIALS,2,348,140,208,20,18
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ DE VENDES I ESPAIS COMERCIALS,NA,206,123,83,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ FORESTAL I DEL MEDI NATURAL,1,203,29,174,8,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - GESTIÓ FORESTAL I DEL MEDI NATURAL,2,216,41,175,8,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - GUIA, INFORMACIÓ I ASSISTÈNCIA TURÍSTIQUES",1,109,73,36,16,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - GUIA, INFORMACIÓ I ASSISTÈNCIA TURÍSTIQUES",2,216,138,78,13,12
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - HIGIENE BUCODENTAL,1,1690,1442,248,29,33
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - HIGIENE BUCODENTAL,2,5956,5242,714,24,30
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - IL·LUMINACIÓ, CAPTACIÓ i TRACTAMENT D'IMATGE",1,196,91,105,6,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,"CFPS - IL·LUMINACIÓ, CAPTACIÓ i TRACTAMENT D'IMATGE",2,262,103,159,6,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - IMATGE PER AL DIAGNÒSTIC I MEDICINA NUCLEAR,1,847,554,293,8,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - IMATGE PER AL DIAGNÒSTIC I MEDICINA NUCLEAR,2,10351,7913,2438,9,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - INTEGRACIÓ SOCIAL,1,2724,2137,587,80,64
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - INTEGRACIÓ SOCIAL,2,5082,4046,1036,73,59
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - INTEGRACIÓ SOCIAL,NA,1816,1482,334,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI CLÍNIC I BIOMÈDIC,1,1073,765,308,24,26
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI CLÍNIC I BIOMÈDIC,2,980,734,246,24,25
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI CLÍNIC I BIOMÈDIC (RECERCA),1,31,24,7,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI CLÍNIC I BIOMÈDIC (RECERCA),2,31,20,11,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI D'ANÀLISI I CONTROL DE QUALITAT,1,565,339,226,19,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - LABORATORI D'ANÀLISI I CONTROL DE QUALITAT,2,533,288,245,19,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT AEROMECÀNIC D'AVIONS AMB MOTOR DE PISTÓ,2,9,0,9,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT AEROMECÀNIC D'AVIONS AMB MOTOR DE TURBINA,1,21,1,20,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT AEROMECÀNIC D'AVIONS AMB MOTOR DE TURBINA,2,24,0,24,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT AEROMECÀNIC D'HELICÒPTERS AMB MOTOR DE PISTÓ,2,4,0,4,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT AEROMECÀNIC D'HELICÒPTERS AMB MOTOR DE TURBINA,2,8,0,8,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT D'INSTAL·LACIONS TÈRMIQUES I DE FLUIDS,1,119,4,115,7,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT D'INSTAL·LACIONS TÈRMIQUES I DE FLUIDS,2,146,1,145,8,8
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT DE SISTEMES ELECTRÒNICS I AVIÒNICS EN AERONAUS,2,46,1,45,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT ELECTRÒNIC,1,100,7,93,14,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MANTENIMENT ELECTRÒNIC,2,84,7,77,14,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MECATRÒNICA INDUSTRIAL,1,707,30,677,26,29
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MECATRÒNICA INDUSTRIAL,2,727,20,707,27,28
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MEDIACIÓ COMUNICATIVA,1,58,46,12,7,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MEDIACIÓ COMUNICATIVA,2,72,64,8,7,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT,1,1904,983,921,41,48
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT,2,2811,1577,1234,37,46
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT,NA,225,171,54,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT (ENOLÒGIC),1,14,5,9,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT (ENOLÒGIC),2,28,12,16,3,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT (PROMOCIÓ TURÍSTICA),1,19,12,7,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - MÀRQUETING I PUBLICITAT (PROMOCIÓ TURÍSTICA),2,19,16,3,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORGANITZACIÓ DEL MANTENIMENT DE LA MAQUINÀRIA DE VAIXELLS I EMBARCACIONS,1,29,0,29,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORGANITZACIÓ DEL MANTENIMENT DE LA MAQUINÀRIA DE VAIXELLS I EMBARCACIONS,2,31,0,31,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORGANITZACIÓ I CONTROL D'OBRES DE CONSTRUCCIÓ,1,26,6,20,6,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORGANITZACIÓ I CONTROL D'OBRES DE CONSTRUCCIÓ,2,21,6,15,6,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORTOPRÒTESI I PRODUCTES DE SUPORT,1,6,5,1,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ORTOPRÒTESI I PRODUCTES DE SUPORT,2,8,5,3,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PAISATGISME I MEDI RURAL,1,115,26,89,6,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PAISATGISME I MEDI RURAL,2,132,34,98,6,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PAISATGISME I MEDI RURAL (AGROECOLOGIA I ACCIÓ CLIMÀTICA),1,22,10,12,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PAISATGISME I MEDI RURAL (GESTIÓ AGROPECUÀRIA),1,32,2,30,3,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PAISATGISME I MEDI RURAL (GESTIÓ AGROPECUÀRIA),2,38,8,30,3,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PATRONATGE I MODA,1,161,128,33,5,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PATRONATGE I MODA,2,157,128,29,5,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PREVENCIÓ DE RISCOS PROFESSIONALS,1,69,28,41,12,4
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PREVENCIÓ DE RISCOS PROFESSIONALS,2,76,37,39,12,4
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PREVENCIÓ DE RISCOS PROFESSIONALS,NA,622,293,329,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROCESSOS I QUALITAT EN LA INDÚSRIA ALIMENTÀRIA,1,96,57,39,7,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROCESSOS I QUALITAT EN LA INDÚSRIA ALIMENTÀRIA,2,94,52,42,5,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PRODUCCIÓ D'AUDIOVISUALS I ESPECTACLES,1,270,136,134,6,8
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PRODUCCIÓ D'AUDIOVISUALS I ESPECTACLES,2,338,157,181,6,8
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE LA PRODUCCIÓ EN L'EMMOTLLAMENT DE METALLS I POLÍMERS,1,12,2,10,5,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE LA PRODUCCIÓ EN L'EMMOTLLAMENT DE METALLS I POLÍMERS,2,21,1,20,5,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE PRODUCCIÓ EN FABRICACIÓ MECANICA (MOTLLES I MATRIUS),1,30,3,27,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE PRODUCCIÓ EN FABRICACIÓ MECANICA (MOTLLES I MATRIUS),2,37,1,36,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE PRODUCCIÓ EN FABRICACIÓ MECÀNICA,1,304,9,295,19,18
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROGRAMACIÓ DE PRODUCCIÓ EN FABRICACIÓ MECÀNICA,2,318,26,292,25,20
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'EDIFICACIÓ,1,144,49,95,13,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'EDIFICACIÓ,2,100,37,63,13,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'EDIFICACIÓ (REHABILITACIÓ I RESTAURACIÓ),1,68,17,51,3,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'EDIFICACIÓ (REHABILITACIÓ I RESTAURACIÓ),2,77,38,39,4,4
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'OBRA CIVIL,1,44,12,32,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'OBRA CIVIL,2,27,5,22,2,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROMOCIÓ DE LA IGUALTAT DE GÈNERE,1,81,72,9,6,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PROMOCIÓ DE LA IGUALTAT DE GÈNERE,2,97,87,10,3,4
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PRÒTESIS DENTALS,1,229,170,59,3,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - PRÒTESIS DENTALS,2,272,183,89,3,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA I SALUT AMBIENTAL,1,98,45,53,6,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA I SALUT AMBIENTAL,2,120,59,61,6,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA INDUSTRIAL,1,264,72,192,10,7
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA INDUSTRIAL,2,259,80,179,10,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - RADIOTERÀPIA I DOSIMETRIA,1,53,39,14,1,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - RADIOTERÀPIA I DOSIMETRIA,2,69,52,17,1,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - RAMADERIA I ASSISTÈNCIA EN SANITAT ANIMAL,1,225,148,77,4,5
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - RAMADERIA I ASSISTÈNCIA EN SANITAT ANIMAL,2,185,120,65,5,4
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - REALITZACIÓ DE PROJECTES AUDIOVISUALS I ESPECTACLES,1,332,139,193,7,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - REALITZACIÓ DE PROJECTES AUDIOVISUALS I ESPECTACLES,2,667,295,372,7,11
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SALUT AMBIENTAL,2,3,2,1,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES DE TELECOMUNICACIONS I INFORMÀTICS,1,183,14,169,17,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES DE TELECOMUNICACIONS I INFORMÀTICS,2,168,11,157,17,10
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS,1,324,11,313,29,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS,2,315,6,309,29,17
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS (INSTAL. ELÈCTRIQUES I COMUNICACIÓ DE VAIXELLS),1,19,1,18,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS (INSTAL. ELÈCTRIQUES I COMUNICACIÓ DE VAIXELLS),2,33,2,31,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SO PER AUDIOVISUALS I ESPECTACLES,1,230,38,192,6,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - SO PER AUDIOVISUALS I ESPECTACLES,2,268,44,224,6,6
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TERMALISME I BENESTAR,1,32,30,2,2,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TERMALISME I BENESTAR,2,23,20,3,1,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT I LOGÍSTICA,1,527,148,379,19,18
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT I LOGÍSTICA,2,1393,488,905,26,22
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT I LOGÍSTICA,NA,195,79,116,0,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT MARÍTIM I PESCA D'ALTURA,1,63,5,58,2,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT MARÍTIM I PESCA D'ALTURA,2,43,6,37,2,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - VESTUARI A MIDA PER ESPECTACLES,1,58,49,9,1,2
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - VESTUARI A MIDA PER ESPECTACLES,2,78,64,14,2,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - VITIVINICULTURA,1,42,12,30,3,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - VITIVINICULTURA,2,48,7,41,7,3
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ÒPTICA D'ULLERA,1,25,18,7,1,1
2022/2023,2022,FORMACIÓ PROFESSIONAL,CFPS - ÒPTICA D'ULLERA,2,22,15,7,1,1
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,AUXILIAR EN MANTENIMENT D'INSTAL·LACIONS ESPORTIVES,1,121,23,98,0,15
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,AUXILIAR EN MANTENIMENT D'INSTAL·LACIONS ESPORTIVES,2,96,27,69,0,14
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,AUXILIAR EN MANTENIMENT D'INSTAL·LACIONS ESPORTIVES,3,72,11,61,0,11
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,AUXILIAR EN MANTENIMENT D'INSTAL·LACIONS ESPORTIVES,4,27,5,22,0,5
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,1,126,44,82,0,13
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,2,60,17,43,0,7
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,3,44,10,34,0,7
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,4,46,15,31,0,7
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN SERVEIS DE RESTAURACIÓ I ELABORACIÓ D'ÀPATS,1,52,21,31,0,5
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN SERVEIS DE RESTAURACIÓ I ELABORACIÓ D'ÀPATS,2,28,11,17,0,3
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,1,195,88,107,0,20
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,2,170,68,102,0,18
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,3,134,61,73,0,16
2022/2023,2022,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,4,130,52,78,0,15
2022/2023,2022,MÚSICA,ACORDIÓ,1,1,0,1,0,1
2022/2023,2022,MÚSICA,ACORDIÓ,2,3,1,2,0,3
2022/2023,2022,MÚSICA,ACORDIÓ,3,4,4,0,0,4
2022/2023,2022,MÚSICA,ACORDIÓ,4,4,1,3,0,4
2022/2023,2022,MÚSICA,ACORDIÓ,5,11,6,5,0,4
2022/2023,2022,MÚSICA,ACORDIÓ,6,6,4,2,0,4
2022/2023,2022,MÚSICA,ACORDIÓ (MÚSICA TRADICIONAL),2,1,0,1,0,1
2022/2023,2022,MÚSICA,ACORDIÓ DIATÓNIC (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),1,1,0,1,0,1
2022/2023,2022,MÚSICA,ACORDIÓ DIÀTONIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,1,0,0,1
2022/2023,2022,MÚSICA,ACORDIÓ DIÀTONIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,ARPA,1,7,6,1,0,4
2022/2023,2022,MÚSICA,ARPA,2,1,1,0,0,1
2022/2023,2022,MÚSICA,ARPA,3,4,2,2,0,3
2022/2023,2022,MÚSICA,ARPA,4,2,1,1,0,2
2022/2023,2022,MÚSICA,ARPA,5,3,2,1,0,2
2022/2023,2022,MÚSICA,ARPA,6,5,2,3,0,4
2022/2023,2022,MÚSICA,ARPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,1,0,0,1
2022/2023,2022,MÚSICA,ARPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,1,1,0,2
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC,2,1,0,1,0,1
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC,4,1,0,1,0,1
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC,5,2,1,1,0,1
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC,6,8,1,7,0,2
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,12,1,11,0,4
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,4,0,4,0,3
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,14,0,14,0,4
2022/2023,2022,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,12,1,11,0,3
2022/2023,2022,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,16,1,15,0,4
2022/2023,2022,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,25,0,25,0,4
2022/2023,2022,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,19,2,17,0,4
2022/2023,2022,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,25,2,23,0,4
2022/2023,2022,MÚSICA,CANT,1,12,11,1,0,4
2022/2023,2022,MÚSICA,CANT,2,15,13,2,0,8
2022/2023,2022,MÚSICA,CANT,3,14,11,3,0,9
2022/2023,2022,MÚSICA,CANT,4,22,18,4,0,10
2022/2023,2022,MÚSICA,CANT,5,28,22,6,0,11
2022/2023,2022,MÚSICA,CANT,6,32,27,5,0,15
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,16,10,6,0,2
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,23,15,8,0,2
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,20,13,7,0,2
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,24,19,5,0,2
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,33,20,13,0,4
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,19,13,6,0,4
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,15,14,1,0,4
2022/2023,2022,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,23,16,7,0,4
2022/2023,2022,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,1,1,0,0,1
2022/2023,2022,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,2,2,0,0,1
2022/2023,2022,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,2,2,0,0,1
2022/2023,2022,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,1,1,0,0,1
2022/2023,2022,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),1,3,2,1,0,1
2022/2023,2022,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),2,1,1,0,0,1
2022/2023,2022,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),3,3,2,1,0,1
2022/2023,2022,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),4,1,1,0,0,1
2022/2023,2022,MÚSICA,CLARINET,1,28,18,10,0,18
2022/2023,2022,MÚSICA,CLARINET,2,36,22,14,0,17
2022/2023,2022,MÚSICA,CLARINET,3,32,14,18,0,16
2022/2023,2022,MÚSICA,CLARINET,4,26,9,17,0,14
2022/2023,2022,MÚSICA,CLARINET,5,22,14,8,0,12
2022/2023,2022,MÚSICA,CLARINET,6,33,18,15,0,15
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,2,3,0,2
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,5,3,2,0,2
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,8,3,5,0,2
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,6,3,3,0,2
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,0,1,0,1
